Zip,Cases,Deaths,Recovered,ReportDate,TOT_POP,CS_RATE,DTH_RATE,Active
73834,8,0,7,08/23/2020,1513,5.287508261731658,0.0,1
73669,8,0,6,08/23/2020,1750,4.571428571428572,0.0,2
73048,8,0,7,08/23/2020,2438,3.281378178835111,0.0,1
73053,8,2,5,08/23/2020,757,10.568031704095112,2.642007926023778,1
74054,8,0,8,08/23/2020,800,10.0,0.0,0
73067,7,0,7,08/23/2020,2336,2.996575342465753,0.0,0
74366,7,0,6,08/23/2020,1548,4.521963824289405,0.0,1
74833,7,0,4,08/23/2020,834,8.393285371702637,0.0,3
73741,7,0,2,08/23/2020,1712,4.0887850467289715,0.0,5
74060,7,0,6,08/23/2020,450,15.555555555555555,0.0,1
74720,7,0,6,08/23/2020,471,14.8619957537155,0.0,1
73754,7,0,6,08/23/2020,1060,6.60377358490566,0.0,1
74724,7,0,6,08/23/2020,399,17.543859649122805,0.0,1
73079,7,0,7,08/23/2020,495,14.141414141414142,0.0,0
74460,7,0,4,08/23/2020,170,41.1764705882353,0.0,3
74630,7,1,4,08/23/2020,752,9.308510638297872,1.3297872340425532,2
73632,7,0,4,08/23/2020,3337,2.0976925382079714,0.0,3
73090,7,0,7,08/23/2020,1078,6.493506493506494,0.0,0
74556,7,0,7,08/23/2020,359,19.498607242339833,0.0,0
74748,7,0,5,08/23/2020,659,10.622154779969652,0.0,2
74824,7,1,4,08/23/2020,1445,4.844290657439446,0.6920415224913494,2
74340,7,0,6,08/23/2020,204,34.313725490196084,0.0,1
74350,7,0,6,08/23/2020,748,9.358288770053475,0.0,1
74430,7,0,6,08/23/2020,464,15.086206896551724,0.0,1
73092,7,0,7,08/23/2020,973,7.194244604316547,0.0,0
74829,7,1,3,08/23/2020,1474,4.74898236092266,0.6784260515603798,3
73768,7,0,6,08/23/2020,1666,4.201680672268908,0.0,1
74543,7,0,3,08/23/2020,388,18.04123711340206,0.0,4
74633,7,0,5,08/23/2020,341,20.527859237536656,0.0,2
74557,6,0,6,08/23/2020,497,12.072434607645874,0.0,0
73755,6,0,6,08/23/2020,820,7.317073170731708,0.0,0
74759,6,0,3,08/23/2020,1454,4.126547455295736,0.0,3
74472,6,0,2,08/23/2020,723,8.298755186721992,0.0,4
74827,6,1,4,08/23/2020,351,17.094017094017097,2.849002849002849,1
73014,6,0,6,08/23/2020,1937,3.097573567372225,0.0,0
74533,6,0,6,08/23/2020,846,7.092198581560283,0.0,0
74852,6,0,5,08/23/2020,1406,4.2674253200568995,0.0,1
74001,6,0,6,08/23/2020,306,19.607843137254903,0.0,0
73458,6,1,5,08/23/2020,895,6.70391061452514,1.1173184357541899,0
74643,6,0,4,08/23/2020,440,13.636363636363635,0.0,2
74939,6,0,2,08/23/2020,1164,5.154639175257732,0.0,4
74552,6,0,3,08/23/2020,1183,5.07185122569738,0.0,3
74078,6,0,5,08/23/2020,2329,2.5762129669386002,0.0,1
73547,5,0,4,08/23/2020,2331,2.145002145002145,0.0,1
73759,5,0,5,08/23/2020,1565,3.1948881789137378,0.0,0
73838,5,1,3,08/23/2020,345,14.492753623188406,2.898550724637681,1
74083,5,0,5,08/23/2020,1029,4.859086491739553,0.0,0
73931,5,0,5,08/23/2020,416,12.01923076923077,0.0,0
73073,5,0,5,08/23/2020,473,10.570824524312897,0.0,0
73481,5,0,4,08/23/2020,1010,4.9504950495049505,0.0,1
74428,5,0,3,08/23/2020,1307,3.8255547054322876,0.0,2
74422,5,0,5,08/23/2020,820,6.097560975609756,0.0,0
73730,5,0,1,08/23/2020,753,6.6401062416998675,0.0,4
73859,5,0,4,08/23/2020,1384,3.61271676300578,0.0,1
74521,5,0,5,08/23/2020,191,26.17801047120419,0.0,0
74945,5,0,4,08/23/2020,447,11.185682326621924,0.0,1
73024,5,0,3,08/23/2020,785,6.369426751592357,0.0,2
74569,5,1,3,08/23/2020,1288,3.8819875776397517,0.7763975155279502,1
73858,5,0,5,08/23/2020,1554,3.2175032175032174,0.0,0
74531,5,0,5,08/23/2020,1039,4.8123195380173245,0.0,0
74839,4,0,2,08/23/2020,777,5.148005148005148,0.0,2
74457,4,0,3,08/23/2020,463,8.639308855291578,0.0,1
73639,4,0,2,08/23/2020,588,6.802721088435374,0.0,2
74850,4,0,4,08/23/2020,327,12.232415902140673,0.0,0
73853,4,0,4,08/23/2020,657,6.0882800608828,0.0,0
74869,4,0,1,08/23/2020,684,5.847953216374268,0.0,3
73058,4,0,4,08/23/2020,193,20.72538860103627,0.0,0
74722,4,0,3,08/23/2020,272,14.705882352941176,0.0,1
74562,4,0,4,08/23/2020,917,4.362050163576881,0.0,0
74427,4,0,4,08/23/2020,1206,3.316749585406302,0.0,0
74084,4,0,4,08/23/2020,526,7.604562737642586,0.0,0
74756,4,0,2,08/23/2020,707,5.657708628005658,0.0,2
73625,4,0,3,08/23/2020,653,6.1255742725880555,0.0,1
73641,4,0,4,08/23/2020,599,6.67779632721202,0.0,0
74052,4,1,3,08/23/2020,1019,3.9254170755642783,0.9813542688910696,0
73766,4,0,4,08/23/2020,1302,3.0721966205837172,0.0,0
73938,4,0,4,08/23/2020,756,5.291005291005291,0.0,0
74042,4,0,4,08/23/2020,402,9.950248756218905,0.0,0
74875,4,0,3,08/23/2020,1268,3.1545741324921135,0.0,1
73944,4,0,4,08/23/2020,531,7.532956685499058,0.0,0
73664,4,0,4,08/23/2020,1114,3.5906642728904847,0.0,0
73532,4,0,4,08/23/2020,469,8.528784648187633,0.0,0
73549,4,0,4,08/23/2020,212,18.867924528301884,0.0,0
73027,4,0,2,08/23/2020,1210,3.3057851239669422,0.0,2
74560,4,0,3,08/23/2020,608,6.578947368421052,0.0,1
73734,4,0,3,08/23/2020,817,4.8959608323133414,0.0,1
74034,4,0,4,08/23/2020,122,32.786885245901644,0.0,0
74333,4,0,1,08/23/2020,1129,3.5429583702391496,0.0,3
73842,4,0,4,08/23/2020,549,7.285974499089253,0.0,0
74367,3,0,3,08/23/2020,407,7.371007371007371,0.0,0
73720,3,0,2,08/23/2020,146,20.54794520547945,0.0,1
74359,3,0,2,08/23/2020,552,5.434782608695652,0.0,1
73851,3,0,0,08/23/2020,150,20.0,0.0,3
74845,3,0,2,08/23/2020,500,6.0,0.0,1
73011,3,0,2,08/23/2020,326,9.202453987730062,0.0,1
74558,3,0,3,08/23/2020,410,7.317073170731708,0.0,0
74830,3,0,2,08/23/2020,241,12.448132780082986,0.0,1
73771,3,0,3,08/23/2020,386,7.772020725388601,0.0,0
74442,3,0,3,08/23/2020,901,3.329633740288568,0.0,0
73901,3,0,3,08/23/2020,185,16.216216216216218,0.0,0
73491,3,1,2,08/23/2020,733,4.092769440654843,1.364256480218281,0
73056,3,0,2,08/23/2020,346,8.670520231213873,0.0,1
74572,3,0,2,08/23/2020,633,4.739336492890995,0.0,1
73655,3,0,3,08/23/2020,827,3.6275695284159615,0.0,0
74577,3,0,3,08/23/2020,218,13.761467889908257,0.0,0
73763,3,0,3,08/23/2020,1589,1.8879798615481436,0.0,0
73559,3,0,3,08/23/2020,539,5.565862708719852,0.0,0
73050,3,0,3,08/23/2020,958,3.131524008350731,0.0,0
74842,3,0,3,08/23/2020,128,23.4375,0.0,0
73063,3,0,3,08/23/2020,623,4.815409309791332,0.0,0
73544,3,0,3,08/23/2020,241,12.448132780082986,0.0,0
74555,3,0,3,08/23/2020,735,4.081632653061225,0.0,0
74570,3,0,3,08/23/2020,1111,2.7002700270027002,0.0,0
73735,3,0,3,08/23/2020,694,4.322766570605188,0.0,0
74446,3,0,3,08/23/2020,462,6.493506493506494,0.0,0
73430,3,0,3,08/23/2020,1336,2.245508982035928,0.0,0
73461,3,0,3,08/23/2020,784,3.826530612244898,0.0,0
73645,2,0,1,08/23/2020,1436,1.392757660167131,0.0,1
74750,2,0,1,08/23/2020,318,6.289308176100629,0.0,1
74071,2,0,2,08/23/2020,148,13.513513513513514,0.0,0
74760,2,0,2,08/23/2020,335,5.970149253731344,0.0,0
73528,2,0,2,08/23/2020,559,3.5778175313059033,0.0,0
73537,2,0,1,08/23/2020,578,3.4602076124567476,0.0,1
73650,2,0,1,08/23/2020,1128,1.7730496453900708,0.0,1
73760,2,0,2,08/23/2020,341,5.865102639296188,0.0,0
73033,2,0,2,08/23/2020,484,4.132231404958678,0.0,0
73455,2,0,2,08/23/2020,673,2.9717682020802374,0.0,0
73743,2,0,2,08/23/2020,119,16.80672268907563,0.0,0
73718,2,0,2,08/23/2020,602,3.3222591362126246,0.0,0
73556,2,0,2,08/23/2020,133,15.037593984962406,0.0,0
74456,2,0,2,08/23/2020,186,10.752688172043012,0.0,0
73654,2,0,2,08/23/2020,846,2.3640661938534278,0.0,0
74844,2,0,2,08/23/2020,406,4.926108374384237,0.0,0
73647,2,0,1,08/23/2020,609,3.284072249589491,0.0,1
73749,2,0,1,08/23/2020,414,4.830917874396135,0.0,1
73043,2,0,2,08/23/2020,155,12.903225806451612,0.0,0
73564,2,0,2,08/23/2020,473,4.2283298097251585,0.0,0
74528,2,0,2,08/23/2020,194,10.309278350515465,0.0,0
74843,2,0,2,08/23/2020,370,5.405405405405405,0.0,0
73744,2,0,2,08/23/2020,158,12.658227848101266,0.0,0
74644,2,0,2,08/23/2020,528,3.787878787878788,0.0,0
73626,2,0,1,08/23/2020,1032,1.937984496124031,0.0,1
73747,2,0,2,08/23/2020,475,4.2105263157894735,0.0,0
74754,2,0,2,08/23/2020,253,7.905138339920948,0.0,0
73548,2,0,2,08/23/2020,301,6.644518272425249,0.0,0
74652,2,0,1,08/23/2020,798,2.506265664160401,0.0,1
74943,1,0,0,08/23/2020,162,6.172839506172839,0.0,1
73729,1,0,1,08/23/2020,535,1.8691588785046729,0.0,0
73567,1,0,0,08/23/2020,652,1.5337423312883436,0.0,1
73444,1,0,0,08/23/2020,118,8.474576271186441,0.0,1
73041,1,0,1,08/23/2020,353,2.8328611898017,0.0,0
74045,1,0,1,08/23/2020,352,2.840909090909091,0.0,0
73661,1,0,1,08/23/2020,403,2.4813895781637716,0.0,0
73739,1,0,1,08/23/2020,316,3.1645569620253164,0.0,0
73947,1,0,1,08/23/2020,369,2.710027100271003,0.0,0
74650,1,0,1,08/23/2020,654,1.529051987767584,0.0,0
73753,1,0,1,08/23/2020,414,2.4154589371980677,0.0,0
73722,1,0,1,08/23/2020,499,2.004008016032064,0.0,0
74026,1,0,1,08/23/2020,860,1.1627906976744187,0.0,0
73728,1,0,0,08/23/2020,1969,0.5078720162519045,0.0,1
73557,1,0,1,08/23/2020,394,2.5380710659898473,0.0,0
73705,1,0,1,08/23/2020,330,3.0303030303030303,0.0,0
73622,1,0,1,08/23/2020,227,4.405286343612335,0.0,0
73841,1,0,1,08/23/2020,1329,0.7524454477050414,0.0,0
74949,1,0,1,08/23/2020,297,3.3670033670033668,0.0,0
73638,1,0,0,08/23/2020,204,4.901960784313726,0.0,1
74946,1,0,0,08/23/2020,136,7.352941176470588,0.0,1
73843,1,0,1,08/23/2020,859,1.1641443538998835,0.0,0
73434,1,0,1,08/23/2020,642,1.557632398753894,0.0,0
73736,1,0,0,08/23/2020,445,2.247191011235955,0.0,1
73658,1,0,0,08/23/2020,222,4.504504504504505,0.0,1
73761,1,0,1,08/23/2020,350,2.857142857142857,0.0,0
74856,1,0,1,08/23/2020,818,1.2224938875305624,0.0,0
73021,1,0,1,08/23/2020,241,4.149377593360996,0.0,0
74535,1,0,1,08/23/2020,101,9.900990099009901,0.0,0
73442,1,0,1,08/23/2020,413,2.4213075060532687,0.0,0
74438,1,0,1,08/23/2020,134,7.462686567164179,0.0,0
74540,1,0,0,08/23/2020,214,4.672897196261682,0.0,1
73857,1,0,1,08/23/2020,681,1.4684287812041115,0.0,0
74831,1,0,0,08/23/2020,722,1.3850415512465375,0.0,1
74837,1,0,0,08/23/2020,255,3.9215686274509802,0.0,1
74636,1,0,0,08/23/2020,285,3.5087719298245617,0.0,1
74522,1,0,0,08/23/2020,266,3.7593984962406015,0.0,1
